Person_ID,Aracade_Game,Adventure_Game,Game,Proficency 
135,NO,YES,MISSING_VALUE,MISSING_VALUE
136,NO,YES,MISSING_VALUE,MISSING_VALUE
137,NO,YES,MISSING_VALUE,MISSING_VALUE
138,YES,YES,GAME_2,MISSING_VALUE
139,NO,YES,MISSING_VALUE,MISSING_VALUE
140,NO,YES,GAME_4,MISSING_VALUE
141,NO,YES,MISSING_VALUE,MISSING_VALUE
142,NO,YES,MISSING_VALUE,MISSING_VALUE
143,NO,YES,MISSING_VALUE,MISSING_VALUE
144,NO,YES,MISSING_VALUE,MISSING_VALUE
145,NO,YES,MISSING_VALUE,MISSING_VALUE
146,NO,YES,MISSING_VALUE,MISSING_VALUE
147,NO,YES,MISSING_VALUE,MISSING_VALUE
148,NO,YES,MISSING_VALUE,MISSING_VALUE
149,NO,YES,MISSING_VALUE,MISSING_VALUE
150,NO,YES,MISSING_VALUE,MISSING_VALUE
151,NO,YES,MISSING_VALUE,MISSING_VALUE
152,NO,YES,MISSING_VALUE,MISSING_VALUE
153,NO,YES,MISSING_VALUE,MISSING_VALUE
154,NO,YES,MISSING_VALUE,MISSING_VALUE
155,YES,YES,MISSING_VALUE,MISSING_VALUE
156,NO,YES,MISSING_VALUE,MISSING_VALUE
157,NO,YES,MISSING_VALUE,MISSING_VALUE
158,NO,YES,MISSING_VALUE,MISSING_VALUE
159,NO,NO,MISSING_VALUE,MISSING_VALUE
160,NO,YES,MISSING_VALUE,MISSING_VALUE
161,NO,YES,MISSING_VALUE,MISSING_VALUE
162,NO,YES,MISSING_VALUE,MISSING_VALUE
163,NO,YES,MISSING_VALUE,MISSING_VALUE
164,NO,YES,MISSING_VALUE,MISSING_VALUE
165,NO,YES,MISSING_VALUE,MISSING_VALUE
166,NO,YES,MISSING_VALUE,MISSING_VALUE
167,NO,YES,MISSING_VALUE,MISSING_VALUE
168,YES,YES,MISSING_VALUE,MISSING_VALUE
169,NO,YES,MISSING_VALUE,MISSING_VALUE
170,NO,YES,MISSING_VALUE,MISSING_VALUE
171,NO,YES,MISSING_VALUE,MISSING_VALUE
172,NO,YES,MISSING_VALUE,MISSING_VALUE
173,NO,YES,MISSING_VALUE,MISSING_VALUE
174,NO,YES,MISSING_VALUE,MISSING_VALUE
175,NO,YES,MISSING_VALUE,MISSING_VALUE
176,NO,YES,MISSING_VALUE,MISSING_VALUE
177,NO,YES,MISSING_VALUE,MISSING_VALUE
178,NO,YES,MISSING_VALUE,MISSING_VALUE
179,YES,YES,MISSING_VALUE,MISSING_VALUE
180,NO,YES,MISSING_VALUE,MISSING_VALUE
181,NO,YES,MISSING_VALUE,MISSING_VALUE
182,NO,YES,MISSING_VALUE,MISSING_VALUE
183,NO,YES,MISSING_VALUE,MISSING_VALUE
184,YES,YES,MISSING_VALUE,MISSING_VALUE
185,NO,YES,MISSING_VALUE,MISSING_VALUE
186,YES,YES,MISSING_VALUE,MISSING_VALUE
187,NO,YES,MISSING_VALUE,MISSING_VALUE
188,YES,YES,MISSING_VALUE,MISSING_VALUE
189,NO,YES,MISSING_VALUE,MISSING_VALUE
190,NO,YES,MISSING_VALUE,MISSING_VALUE
191,NO,YES,GAME_2,MISSING_VALUE
192,NO,YES,MISSING_VALUE,MISSING_VALUE
193,NO,YES,GAME_2,MISSING_VALUE
194,YES,YES,GAME_2,MISSING_VALUE
195,NO,YES,GAME_2,MISSING_VALUE
196,NO,YES,MISSING_VALUE,MISSING_VALUE
197,NO,YES,GAME_3,MISSING_VALUE
198,NO,YES,MISSING_VALUE,MISSING_VALUE
199,NO,YES,GAME_2,LEVEL_4
200,YES,YES,MISSING_VALUE,MISSING_VALUE
201,NO,YES,GAME_2,MISSING_VALUE
202,NO,YES,GAME_2,MISSING_VALUE
203,NO,YES,MISSING_VALUE,MISSING_VALUE
204,NO,YES,GAME_2,MISSING_VALUE
205,YES,YES,GAME_3,MISSING_VALUE
206,NO,YES,GAME_2,MISSING_VALUE
207,NO,YES,MISSING_VALUE,MISSING_VALUE
208,NO,YES,GAME_2,MISSING_VALUE
209,NO,YES,MISSING_VALUE,MISSING_VALUE
210,NO,YES,GAME_2,MISSING_VALUE
211,NO,YES,GAME_2,MISSING_VALUE
212,NO,YES,GAME_3,MISSING_VALUE
213,YES,YES,MISSING_VALUE,MISSING_VALUE
214,NO,YES,MISSING_VALUE,MISSING_VALUE
215,NO,YES,MISSING_VALUE,MISSING_VALUE
216,NO,YES,MISSING_VALUE,MISSING_VALUE
217,NO,YES,MISSING_VALUE,MISSING_VALUE
218,NO,YES,MISSING_VALUE,MISSING_VALUE
219,YES,YES,GAME_3,MISSING_VALUE
220,NO,YES,MISSING_VALUE,MISSING_VALUE
221,NO,YES,MISSING_VALUE,MISSING_VALUE
222,YES,YES,MISSING_VALUE,MISSING_VALUE
223,NO,YES,GAME_1,MISSING_VALUE
224,YES,YES,MISSING_VALUE,MISSING_VALUE
225,NO,YES,MISSING_VALUE,MISSING_VALUE
226,NO,YES,MISSING_VALUE,MISSING_VALUE
227,NO,YES,GAME_1,MISSING_VALUE
228,NO,YES,MISSING_VALUE,MISSING_VALUE
229,NO,YES,MISSING_VALUE,MISSING_VALUE
230,NO,YES,GAME_2,MISSING_VALUE
231,NO,YES,MISSING_VALUE,MISSING_VALUE
232,YES,YES,GAME_3,MISSING_VALUE
233,NO,YES,MISSING_VALUE,MISSING_VALUE
234,NO,YES,MISSING_VALUE,MISSING_VALUE
235,NO,YES,MISSING_VALUE,MISSING_VALUE
236,NO,YES,MISSING_VALUE,MISSING_VALUE
237,NO,YES,GAME_3,MISSING_VALUE
238,NO,NO,MISSING_VALUE,MISSING_VALUE
239,NO,YES,MISSING_VALUE,MISSING_VALUE
240,NO,YES,MISSING_VALUE,MISSING_VALUE
241,NO,YES,MISSING_VALUE,LEVEL_4
242,NO,YES,MISSING_VALUE,MISSING_VALUE
243,NO,YES,GAME_1,MISSING_VALUE
244,NO,YES,GAME_3,MISSING_VALUE
245,NO,YES,MISSING_VALUE,MISSING_VALUE
246,NO,YES,MISSING_VALUE,MISSING_VALUE
247,NO,YES,GAME_3,MISSING_VALUE
248,YES,YES,GAME_3,MISSING_VALUE
249,YES,YES,GAME_3,MISSING_VALUE
250,YES,YES,GAME_1,MISSING_VALUE
251,YES,YES,GAME_3,MISSING_VALUE
252,YES,YES,GAME_3,MISSING_VALUE
253,NO,YES,GAME_3,MISSING_VALUE
254,YES,YES,GAME_3,MISSING_VALUE
255,NO,YES,GAME_1,MISSING_VALUE
256,YES,YES,GAME_3,MISSING_VALUE
257,NO,YES,GAME_2,MISSING_VALUE
258,YES,YES,GAME_3,MISSING_VALUE
259,YES,YES,GAME_2,MISSING_VALUE
260,YES,YES,GAME_2,MISSING_VALUE
261,YES,YES,GAME_2,MISSING_VALUE
262,YES,YES,GAME_1,MISSING_VALUE
263,YES,YES,GAME_1,MISSING_VALUE
264,NO,YES,GAME_3,MISSING_VALUE
265,YES,YES,GAME_3,MISSING_VALUE
266,YES,YES,GAME_2,MISSING_VALUE
267,NO,YES,GAME_1,MISSING_VALUE
268,YES,YES,GAME_2,LEVEL_4
269,NO,YES,GAME_3,MISSING_VALUE
270,YES,YES,GAME_2,MISSING_VALUE
271,NO,YES,GAME_3,MISSING_VALUE
272,YES,YES,GAME_1,MISSING_VALUE
273,YES,YES,GAME_2,MISSING_VALUE
274,YES,YES,GAME_3,MISSING_VALUE
275,YES,YES,GAME_1,MISSING_VALUE
276,NO,YES,GAME_1,MISSING_VALUE
277,YES,YES,GAME_1,MISSING_VALUE
278,YES,YES,GAME_1,MISSING_VALUE
279,NO,YES,GAME_1,MISSING_VALUE
280,NO,YES,GAME_1,MISSING_VALUE
281,NO,YES,GAME_2,MISSING_VALUE
282,YES,YES,GAME_2,MISSING_VALUE
283,YES,YES,GAME_1,MISSING_VALUE
284,NO,YES,GAME_1,MISSING_VALUE
285,YES,YES,GAME_1,MISSING_VALUE
286,YES,YES,GAME_3,MISSING_VALUE
287,YES,YES,GAME_1,MISSING_VALUE
288,YES,YES,GAME_3,MISSING_VALUE
289,YES,YES,GAME_3,MISSING_VALUE
290,NO,YES,GAME_1,MISSING_VALUE
291,YES,YES,GAME_1,MISSING_VALUE
292,NO,YES,GAME_1,MISSING_VALUE
293,NO,YES,GAME_1,MISSING_VALUE
294,YES,YES,GAME_1,MISSING_VALUE
295,YES,YES,GAME_1,MISSING_VALUE
296,YES,YES,GAME_1,MISSING_VALUE
297,YES,YES,GAME_3,MISSING_VALUE
298,NO,YES,GAME_3,LEVEL_4
299,NO,YES,GAME_1,MISSING_VALUE
300,NO,YES,GAME_3,LEVEL_4
301,NO,YES,GAME_1,MISSING_VALUE
302,NO,YES,GAME_1,MISSING_VALUE
303,YES,YES,GAME_1,LEVEL_4
304,NO,YES,GAME_1,MISSING_VALUE
305,NO,YES,GAME_3,LEVEL_4
306,YES,YES,GAME_3,MISSING_VALUE
307,YES,YES,GAME_3,LEVEL_4
308,YES,YES,GAME_3,LEVEL_4
309,NO,YES,GAME_1,MISSING_VALUE
310,NO,YES,GAME_3,MISSING_VALUE
311,NO,YES,GAME_3,MISSING_VALUE
312,YES,YES,GAME_1,MISSING_VALUE
313,YES,YES,GAME_3,LEVEL_4
314,YES,YES,GAME_1,MISSING_VALUE
315,YES,YES,GAME_1,MISSING_VALUE
316,YES,YES,GAME_1,MISSING_VALUE
317,YES,YES,GAME_1,LEVEL_4
318,NO,YES,GAME_1,MISSING_VALUE
319,YES,YES,GAME_1,MISSING_VALUE
320,YES,YES,GAME_3,LEVEL_4
321,YES,YES,GAME_1,LEVEL_4
322,YES,YES,GAME_3,LEVEL_4
323,YES,YES,GAME_3,MISSING_VALUE
324,YES,YES,GAME_1,LEVEL_4
325,YES,YES,GAME_3,LEVEL_4
326,YES,YES,GAME_3,LEVEL_4
327,YES,YES,GAME_3,LEVEL_4
328,YES,YES,GAME_3,LEVEL_4
329,YES,YES,GAME_1,LEVEL_4
330,YES,YES,GAME_2,LEVEL_4
331,YES,YES,GAME_3,LEVEL_4
332,YES,YES,GAME_3,LEVEL_4
333,YES,YES,GAME_1,LEVEL_4
334,NO,YES,GAME_1,MISSING_VALUE
335,YES,YES,GAME_3,MISSING_VALUE
336,YES,YES,GAME_1,MISSING_VALUE
337,NO,YES,GAME_1,MISSING_VALUE
338,YES,YES,GAME_1,MISSING_VALUE
339,YES,YES,GAME_1,MISSING_VALUE
340,YES,YES,GAME_3,MISSING_VALUE
341,YES,YES,GAME_1,MISSING_VALUE
342,YES,YES,GAME_4,MISSING_VALUE
343,YES,YES,GAME_1,MISSING_VALUE
344,YES,YES,GAME_1,MISSING_VALUE
345,YES,YES,GAME_1,MISSING_VALUE
346,YES,YES,GAME_1,MISSING_VALUE
347,YES,YES,GAME_1,MISSING_VALUE
348,YES,YES,GAME_1,MISSING_VALUE
349,YES,YES,GAME_1,MISSING_VALUE
350,YES,YES,GAME_1,MISSING_VALUE
351,NO,YES,GAME_1,MISSING_VALUE
352,YES,YES,GAME_1,MISSING_VALUE
353,YES,YES,GAME_4,MISSING_VALUE
354,NO,YES,GAME_1,MISSING_VALUE
355,YES,YES,GAME_1,MISSING_VALUE
356,YES,YES,GAME_1,MISSING_VALUE
357,YES,YES,GAME_1,MISSING_VALUE
358,YES,YES,GAME_3,MISSING_VALUE
359,YES,YES,GAME_3,MISSING_VALUE
360,YES,YES,GAME_3,MISSING_VALUE
361,YES,YES,GAME_3,MISSING_VALUE
362,YES,YES,GAME_3,MISSING_VALUE
363,YES,YES,GAME_2,MISSING_VALUE
364,YES,YES,GAME_1,MISSING_VALUE
365,YES,YES,GAME_3,MISSING_VALUE
366,YES,YES,GAME_2,MISSING_VALUE
367,YES,YES,GAME_2,MISSING_VALUE
368,YES,YES,GAME_1,MISSING_VALUE
369,YES,YES,GAME_3,MISSING_VALUE
370,YES,YES,GAME_3,MISSING_VALUE
371,YES,YES,GAME_3,MISSING_VALUE
372,YES,YES,GAME_3,MISSING_VALUE
373,YES,YES,GAME_3,MISSING_VALUE
374,YES,YES,GAME_1,MISSING_VALUE
375,YES,YES,GAME_1,MISSING_VALUE
376,YES,YES,GAME_3,MISSING_VALUE
377,YES,YES,GAME_4,MISSING_VALUE
378,YES,YES,GAME_1,MISSING_VALUE
379,YES,YES,GAME_4,MISSING_VALUE
380,YES,YES,GAME_4,MISSING_VALUE
381,YES,YES,GAME_1,MISSING_VALUE
382,YES,YES,GAME_1,MISSING_VALUE
383,YES,YES,GAME_1,MISSING_VALUE
384,YES,YES,GAME_1,MISSING_VALUE
385,NO,YES,GAME_3,MISSING_VALUE
386,YES,YES,GAME_3,MISSING_VALUE
387,YES,YES,GAME_3,MISSING_VALUE
388,YES,YES,GAME_4,MISSING_VALUE
389,YES,YES,GAME_3,MISSING_VALUE
390,YES,YES,GAME_1,MISSING_VALUE
391,YES,YES,GAME_1,MISSING_VALUE
392,YES,YES,GAME_2,MISSING_VALUE
393,YES,YES,GAME_3,MISSING_VALUE
394,YES,YES,GAME_3,MISSING_VALUE
395,YES,YES,GAME_1,MISSING_VALUE
396,YES,YES,GAME_1,MISSING_VALUE
397,YES,YES,GAME_1,MISSING_VALUE
398,YES,YES,GAME_1,MISSING_VALUE
399,YES,YES,GAME_1,MISSING_VALUE
400,YES,YES,GAME_2,MISSING_VALUE
401,YES,YES,GAME_1,MISSING_VALUE
402,YES,YES,GAME_3,MISSING_VALUE
403,YES,YES,GAME_2,MISSING_VALUE
404,YES,YES,GAME_3,LEVEL_4
405,YES,YES,GAME_1,LEVEL_4
406,YES,YES,GAME_3,LEVEL_4
407,YES,YES,GAME_2,MISSING_VALUE
408,YES,YES,GAME_1,MISSING_VALUE
409,YES,YES,GAME_1,LEVEL_4
410,YES,YES,GAME_1,MISSING_VALUE
411,YES,YES,GAME_3,MISSING_VALUE
412,NO,YES,GAME_2,MISSING_VALUE
413,YES,YES,GAME_1,LEVEL_4
414,YES,YES,GAME_1,LEVEL_4
415,NO,YES,GAME_1,LEVEL_4
416,YES,YES,GAME_2,MISSING_VALUE
417,YES,YES,GAME_4,MISSING_VALUE
418,YES,YES,GAME_1,MISSING_VALUE
419,NO,YES,GAME_1,MISSING_VALUE
420,YES,YES,GAME_1,MISSING_VALUE
421,NO,YES,GAME_3,MISSING_VALUE
422,NO,YES,GAME_1,LEVEL_4
423,YES,YES,GAME_3,MISSING_VALUE
424,YES,YES,GAME_1,MISSING_VALUE
425,NO,YES,GAME_3,MISSING_VALUE
426,YES,YES,GAME_1,MISSING_VALUE
427,NO,YES,GAME_3,LEVEL_4
428,NO,YES,GAME_1,MISSING_VALUE
429,YES,YES,GAME_2,MISSING_VALUE
430,YES,YES,GAME_1,MISSING_VALUE
431,YES,YES,GAME_1,MISSING_VALUE
432,YES,YES,GAME_3,MISSING_VALUE
433,YES,YES,GAME_1,MISSING_VALUE
434,NO,YES,GAME_1,MISSING_VALUE
435,YES,YES,GAME_2,MISSING_VALUE
436,YES,YES,GAME_3,MISSING_VALUE
437,YES,YES,GAME_2,MISSING_VALUE
438,YES,YES,GAME_3,MISSING_VALUE
439,YES,YES,GAME_3,MISSING_VALUE
440,YES,YES,GAME_2,MISSING_VALUE
441,YES,YES,GAME_3,MISSING_VALUE
442,YES,YES,GAME_2,MISSING_VALUE
443,YES,YES,GAME_1,MISSING_VALUE
444,YES,YES,GAME_1,MISSING_VALUE
445,YES,YES,GAME_3,MISSING_VALUE
446,NO,YES,GAME_3,MISSING_VALUE
447,YES,YES,GAME_2,MISSING_VALUE
448,YES,YES,GAME_1,MISSING_VALUE
449,YES,YES,GAME_2,MISSING_VALUE
450,YES,YES,GAME_3,LEVEL_4
451,YES,YES,GAME_4,MISSING_VALUE
452,YES,YES,GAME_4,MISSING_VALUE
453,NO,YES,GAME_1,MISSING_VALUE
454,YES,YES,GAME_1,MISSING_VALUE
455,YES,YES,GAME_4,MISSING_VALUE
456,YES,YES,GAME_1,MISSING_VALUE
457,NO,YES,GAME_1,MISSING_VALUE
458,YES,YES,GAME_1,MISSING_VALUE
459,YES,YES,GAME_1,MISSING_VALUE
460,YES,YES,GAME_3,MISSING_VALUE
461,YES,YES,GAME_1,MISSING_VALUE
462,YES,YES,GAME_1,MISSING_VALUE
463,YES,YES,GAME_1,MISSING_VALUE
464,YES,YES,GAME_3,MISSING_VALUE
465,YES,YES,GAME_1,MISSING_VALUE
466,YES,YES,GAME_1,MISSING_VALUE
467,YES,YES,GAME_1,MISSING_VALUE
468,YES,YES,GAME_3,MISSING_VALUE
469,YES,YES,GAME_1,MISSING_VALUE
470,YES,YES,GAME_3,MISSING_VALUE
471,YES,YES,GAME_1,MISSING_VALUE
472,NO,YES,GAME_1,MISSING_VALUE
473,YES,YES,GAME_1,MISSING_VALUE
474,YES,YES,GAME_1,MISSING_VALUE
475,YES,YES,GAME_2,MISSING_VALUE
476,YES,YES,GAME_1,MISSING_VALUE
477,NO,YES,GAME_3,MISSING_VALUE
478,YES,YES,GAME_1,MISSING_VALUE
479,YES,YES,GAME_3,MISSING_VALUE
480,YES,YES,GAME_3,MISSING_VALUE
481,YES,YES,GAME_3,MISSING_VALUE
482,YES,YES,GAME_3,MISSING_VALUE
483,YES,YES,GAME_1,MISSING_VALUE
484,NO,YES,GAME_2,MISSING_VALUE
485,YES,YES,GAME_1,MISSING_VALUE
486,YES,YES,GAME_3,LEVEL_4
487,YES,YES,GAME_3,MISSING_VALUE
488,YES,YES,GAME_3,MISSING_VALUE
489,NO,YES,GAME_1,MISSING_VALUE
490,NO,YES,GAME_3,MISSING_VALUE
491,NO,YES,GAME_1,MISSING_VALUE
492,YES,YES,GAME_3,MISSING_VALUE
493,YES,YES,GAME_1,MISSING_VALUE
494,YES,YES,GAME_3,MISSING_VALUE
495,YES,YES,GAME_3,MISSING_VALUE
496,YES,YES,GAME_3,MISSING_VALUE
497,YES,YES,GAME_3,MISSING_VALUE
498,NO,YES,GAME_3,MISSING_VALUE
499,NO,YES,GAME_3,MISSING_VALUE
500,YES,YES,GAME_2,MISSING_VALUE
501,NO,YES,GAME_1,MISSING_VALUE
502,NO,YES,GAME_3,MISSING_VALUE
503,NO,YES,GAME_1,MISSING_VALUE
504,YES,YES,GAME_2,MISSING_VALUE
505,YES,YES,GAME_1,MISSING_VALUE
506,YES,YES,GAME_3,MISSING_VALUE
507,NO,YES,GAME_1,MISSING_VALUE
508,NO,YES,GAME_1,MISSING_VALUE
509,NO,YES,GAME_1,LEVEL_4
510,NO,YES,GAME_3,MISSING_VALUE
511,NO,YES,GAME_3,MISSING_VALUE
512,NO,YES,GAME_1,MISSING_VALUE
513,NO,YES,GAME_3,MISSING_VALUE
514,NO,YES,GAME_3,MISSING_VALUE
515,NO,YES,GAME_3,MISSING_VALUE
516,NO,YES,GAME_1,MISSING_VALUE
517,NO,YES,GAME_2,MISSING_VALUE
518,NO,YES,GAME_1,MISSING_VALUE
519,NO,YES,GAME_2,MISSING_VALUE
520,YES,YES,GAME_1,MISSING_VALUE
521,YES,YES,GAME_3,MISSING_VALUE
522,NO,NO,GAME_3,MISSING_VALUE
523,NO,YES,GAME_3,MISSING_VALUE
524,YES,YES,GAME_1,MISSING_VALUE
525,YES,YES,GAME_2,MISSING_VALUE
526,YES,YES,GAME_3,MISSING_VALUE
527,NO,YES,GAME_1,MISSING_VALUE
528,NO,YES,GAME_3,MISSING_VALUE
529,NO,YES,GAME_3,MISSING_VALUE
530,NO,YES,GAME_1,MISSING_VALUE
531,NO,YES,GAME_1,MISSING_VALUE
532,NO,YES,GAME_1,MISSING_VALUE
533,YES,YES,GAME_3,MISSING_VALUE
534,NO,YES,GAME_3,MISSING_VALUE
535,NO,YES,GAME_1,MISSING_VALUE
536,YES,YES,GAME_3,MISSING_VALUE
537,NO,YES,GAME_1,MISSING_VALUE
538,YES,YES,GAME_2,MISSING_VALUE
539,NO,YES,GAME_2,MISSING_VALUE
540,NO,YES,GAME_1,MISSING_VALUE
541,NO,YES,GAME_1,MISSING_VALUE
542,NO,YES,GAME_1,LEVEL_4
543,NO,YES,GAME_1,LEVEL_4
544,NO,YES,GAME_3,LEVEL_4
545,NO,YES,GAME_1,MISSING_VALUE
546,NO,YES,GAME_1,MISSING_VALUE
547,NO,NO,MISSING_VALUE,LEVEL_4
548,NO,YES,GAME_3,MISSING_VALUE
549,YES,YES,GAME_1,MISSING_VALUE
550,NO,YES,GAME_1,MISSING_VALUE
551,YES,YES,GAME_2,MISSING_VALUE
552,YES,YES,GAME_3,MISSING_VALUE
553,NO,YES,GAME_2,MISSING_VALUE
554,NO,YES,GAME_1,MISSING_VALUE
555,NO,YES,GAME_1,MISSING_VALUE
556,NO,YES,GAME_2,MISSING_VALUE
557,NO,YES,GAME_3,MISSING_VALUE
558,YES,YES,GAME_3,MISSING_VALUE
559,YES,YES,GAME_2,MISSING_VALUE
560,NO,YES,GAME_1,MISSING_VALUE
561,NO,YES,GAME_1,MISSING_VALUE
562,NO,YES,GAME_2,MISSING_VALUE
563,NO,YES,GAME_3,MISSING_VALUE
